Gene.name Chromosome.scaffold.name p_values p_values_BH p_values_Bonferroni
ENSG00000137819 PAQR5 15 0.095091273890622 0.666043201131218 1
ENSG00000160789 LMNA 1 0.10818952214725 0.666043201131218 1
ENSG00000177414 UBE2U 1 0.712566410484484 0.837038819182669 1
ENSG00000155906 RMND1 6 0.838186853032695 0.861499941441754 1
ENSG00000159079 CFAP298 21 0.0140005348472754 0.187825186539292 1
ENSG00000154864 PIEZO2 18 0.727278454732458 0.837038819182669 1
ENSG00000065548 ZC3H15 2 0.25659897931549 0.822417132811698 1
ENSG00000114993 RTKN 2 0.308787933302748 0.822417132811698 1
ENSG00000121989 ACVR2A 2 0.773592201464047 0.837038819182669 1
ENSG00000189403 HMGB1 13 0.0587756702798187 0.579690248739095 1
ENSG00000111644 ACRBP 12 0.507353200735007 0.837038819182669 1
ENSG00000173451 THAP2 12 6.41832513729345e-70 1.82482043316966e-68 9.17884677884337e-66
ENSG00000196159 FAT4 4 0.609701713874653 0.837038819182669 1
ENSG00000127533 F2RL3 19 0.773592201464047 0.837038819182669 1
ENSG00000150477 KIAA1328 18 0.13239357814967 0.764691679864882 1
ENSG00000138442 WDR12 2 0.308787933302748 0.822417132811698 1
ENSG00000171055 FEZ2 2 0.308787933302748 0.822417132811698 1
ENSG00000171954 CYP4F22 19 0.597733257191955 0.837038819182669 1
ENSG00000143442 POGZ 1 0.137420992745455 0.764691679864882 1
ENSG00000120915 EPHX2 8 0.838186853032695 0.861499941441754 1
ENSG00000186867 QRFPR 4 0.627997336092905 0.837038819182669 1
ENSG00000173418 NAA20 20 0.712566410484484 0.837038819182669 1
ENSG00000183067 IGSF5 21 0.712566410484484 0.837038819182669 1
ENSG00000116918 TSNAX 1 0.712566410484484 0.837038819182669 1
ENSG00000026508 CD44 11 0.658609954197768 0.837038819182669 1
ENSG00000053770 AP5M1 14 0.507353200735007 0.837038819182669 1
ENSG00000112419 PHACTR2 6 0.73605121590101 0.837038819182669 1
ENSG00000124257 NEURL2 20 0.712566410484484 0.837038819182669 1
ENSG00000065457 ADAT1 16 0.553540931338052 0.837038819182669 1
ENSG00000174791 RIN1 11 0.25659897931549 0.822417132811698 1
ENSG00000166037 CEP57 11 0.553540931338052 0.837038819182669 1
ENSG00000237541 HLA-DQA2 6 0.0319838809290532 0.365921184933112 1
ENSG00000133597 ADCK2 7 0.0292036366848242 0.335994535985254 1
ENSG00000157423 HYDIN 16 0.242879589764998 0.822417132811698 1
ENSG00000163083 INHBB 2 0.73605121590101 0.837038819182669 1
ENSG00000165782 PIP4P1 14 0.712566410484484 0.837038819182669 1
ENSG00000157734 SNX22 15 0.712566410484484 0.837038819182669 1
ENSG00000111049 MYF5 12 0.712566410484484 0.837038819182669 1
ENSG00000161204 ABCF3 3 0.339839630547903 0.822417132811698 1
ENSG00000122176 FMOD 1 0.773592201464047 0.837038819182669 1
ENSG00000069974 RAB27A 15 0.308787933302748 0.822417132811698 1
ENSG00000177565 TBL1XR1 3 0.0292036366848242 0.335994535985254 1
ENSG00000150764 DIXDC1 11 0.308787933302748 0.822417132811698 1
ENSG00000157168 NRG1 8 0.658609954197768 0.837038819182669 1
ENSG00000134871 COL4A2 13 0.507508833971343 0.837038819182669 1
ENSG00000167077 MEI1 22 0.360955773651968 0.822417132811698 1
ENSG00000171487 NLRP5 19 0.114963296113482 0.701702986649128 1
ENSG00000204577 LILRB3 19 0.712566410484484 0.837038819182669 1
ENSG00000118960 HS1BP3 2 0.712566410484484 0.837038819182669 1
ENSG00000160439 RDH13 19 0.838186853032695 0.861499941441754 1
ENSG00000156486 KCNS2 8 0.773592201464047 0.837038819182669 1
ENSG00000184428 TOP1MT 8 0.39513129540638 0.837038819182669 1
ENSG00000275074 NUDT18 8 0.308787933302748 0.822417132811698 1
ENSG00000146701 MDH2 7 0.308787933302748 0.822417132811698 1
ENSG00000137270 GCM1 6 0.704476250020057 0.837038819182669 1
ENSG00000146535 GNA12 7 0.095091273890622 0.666043201131218 1
ENSG00000197614 MFAP5 12 6.41832513729345e-70 1.82482043316966e-68 9.17884677884337e-66
ENSG00000120159 CAAP1 9 0.362522661101181 0.822417132811698 1
ENSG00000114487 MORC1 3 0.632791020926768 0.837038819182669 1
ENSG00000198765 SYCP1 1 0.461298890901711 0.837038819182669 1
ENSG00000205426 KRT81 12 0.712566410484484 0.837038819182669 1
ENSG00000116604 MEF2D 1 0.39513129540638 0.837038819182669 1
ENSG00000124491 F13A1 6 0.732682437140283 0.837038819182669 1
ENSG00000133315 MACROD1 11 0.308787933302748 0.822417132811698 1
ENSG00000118520 ARG1 6 0.10818952214725 0.666043201131218 1
ENSG00000146276 GABRR1 6 0.360955773651968 0.822417132811698 1
ENSG00000105366 SIGLEC8 19 0.45929814300446 0.837038819182669 1
ENSG00000107281 NPDC1 9 6.41832513729345e-70 1.82482043316966e-68 9.17884677884337e-66
ENSG00000127418 FGFRL1 4 0.773592201464047 0.837038819182669 1
ENSG00000146112 PPP1R18 6 0.45929814300446 0.837038819182669 1
ENSG00000180720 CHRM4 11 0.773592201464047 0.837038819182669 1
ENSG00000259956 RBM15B 3 0.360955773651968 0.822417132811698 1
ENSG00000170425 ADORA2B 17 0.308787933302748 0.822417132811698 1
ENSG00000162426 SLC45A1 1 0.0140005348472754 0.187825186539292 1
ENSG00000172348 RCAN2 6 6.41832513729345e-70 1.82482043316966e-68 9.17884677884337e-66
ENSG00000108582 CPD 17 0.701693541346306 0.837038819182669 1
ENSG00000102763 VWA8 13 0.137420992745455 0.764691679864882 1
ENSG00000169733 RFNG 17 0.712566410484484 0.837038819182669 1
ENSG00000256060 TRAPPC2B 19 0.712566410484484 0.837038819182669 1
ENSG00000110786 PTPN5 11 0.773592201464047 0.837038819182669 1
ENSG00000184330 S100A7A 1 0.507353200735007 0.837038819182669 1
ENSG00000127481 UBR4 1 0.62521766159768 0.837038819182669 1
ENSG00000198945 L3MBTL3 6 0.15801130452979 0.812260765256851 1
ENSG00000196083 IL1RAP 3 0.0477764910931797 0.511033357609247 1
ENSG00000091732 ZC3HC1 7 0.308787933302748 0.822417132811698 1
ENSG00000196407 THEM5 1 0.712566410484484 0.837038819182669 1
ENSG00000198670 LPA 6 0.453930481966553 0.837038819182669 1
ENSG00000109321 AREG 4 0.308787933302748 0.822417132811698 1
ENSG00000145428 RNF175 4 6.41832513729345e-70 1.82482043316966e-68 9.17884677884337e-66
ENSG00000164111 ANXA5 4 0.0292036366848242 0.335994535985254 1
ENSG00000198924 DCLRE1A 10 0.773592201464047 0.837038819182669 1
ENSG00000139190 VAMP1 12 0.712566410484484 0.837038819182669 1
ENSG00000053918 KCNQ1 11 0.851616634200728 0.869119352437352 1
ENSG00000176979 TRIM60 4 0.360955773651968 0.822417132811698 1
ENSG00000114626 ABTB1 3 0.712566410484484 0.837038819182669 1
ENSG00000178597 PSAPL1 4 0.304099782987048 0.822417132811698 1
ENSG00000108774 RAB5C 17 0.712566410484484 0.837038819182669 1
ENSG00000162972 MAIP1 2 0.00580542805488638 0.134125083381147 1
ENSG00000166532 RIMKLB 12 6.41832513729345e-70 1.82482043316966e-68 9.17884677884337e-66
ENSG00000002726 AOC1 7 0.712566410484484 0.837038819182669 1
ENSG00000142657 PGD 1 0.712566410484484 0.837038819182669 1
ENSG00000125818 PSMF1 20 0.308787933302748 0.822417132811698 1
ENSG00000161999 JMJD8 16 0.838186853032695 0.861499941441754 1
ENSG00000042088 TDP1 14 6.41832513729345e-70 1.82482043316966e-68 9.17884677884337e-66
ENSG00000110042 DTX4 11 0.137420992745455 0.764691679864882 1
ENSG00000225556 C2CD4D 1 0.851616634200728 0.869119352437352 1
ENSG00000169241 SLC50A1 1 0.0140005348472754 0.187825186539292 1
ENSG00000255837 TAS2R20 12 0.838186853032695 0.861499941441754 1
ENSG00000183709 IFNL2 19 0.308787933302748 0.822417132811698 1
ENSG00000146834 MEPCE 7 0.101670424229705 0.666043201131218 1
ENSG00000198734 F5 1 0.262304781420696 0.822417132811698 1
ENSG00000104907 TRMT1 19 0.091746567559344 0.666043201131218 1
ENSG00000140521 POLG 15 0.838186853032695 0.861499941441754 1
ENSG00000107798 LIPA 10 0.73605121590101 0.837038819182669 1
ENSG00000119878 CRIPT 2 0.712566410484484 0.837038819182669 1
ENSG00000156427 FGF18 5 0.773592201464047 0.837038819182669 1
ENSG00000156650 KAT6B 10 0.15438351582008 0.812260765256851 1
ENSG00000102871 TRADD 16 0.712566410484484 0.837038819182669 1
ENSG00000099821 POLRMT 19 0.712566410484484 0.837038819182669 1
ENSG00000105379 ETFB 19 0.164428705364561 0.812260765256851 1
ENSG00000138175 ARL3 10 0.507353200735007 0.837038819182669 1
ENSG00000168385 SEPTIN2 2 0.308787933302748 0.822417132811698 1
ENSG00000172154 OR8I2 11 0.182268662527685 0.822417132811698 1
ENSG00000111846 GCNT2 6 0.712566410484484 0.837038819182669 1
ENSG00000130309 COLGALT1 19 0.59397065396468 0.837038819182669 1
ENSG00000105398 SULT2A1 19 0.095091273890622 0.666043201131218 1
ENSG00000175324 LSM1 8 6.41832513729345e-70 1.82482043316966e-68 9.17884677884337e-66
ENSG00000135913 USP37 2 0.712566410484484 0.837038819182669 1
ENSG00000172663 TMEM134 11 0.0292036366848242 0.335994535985254 1
ENSG00000198108 CHSY3 5 0.712566410484484 0.837038819182669 1
ENSG00000141506 PIK3R5 17 0.96799402247417 0.96914607360705 1
ENSG00000164715 LMTK2 7 0.96799402247417 0.96914607360705 1
ENSG00000184838 PRR16 5 0.507353200735007 0.837038819182669 1
ENSG00000141027 NCOR1 17 0.352659025794269 0.822417132811698 1
ENSG00000196092 PAX5 9 0.0483761982484435 0.515904557159575 1
ENSG00000204540 PSORS1C1 6 0.360955773651968 0.822417132811698 1
ENSG00000178175 ZNF366 5 0.097526963535748 0.666043201131218 1
ENSG00000073670 ADAM11 17 0.879669986961313 0.891577638804659 1
ENSG00000135763 URB2 1 0.360955773651968 0.822417132811698 1
ENSG00000118922 KLF12 13 0.773592201464047 0.837038819182669 1
ENSG00000166289 PLEKHF1 19 6.41832513729345e-70 1.82482043316966e-68 9.17884677884337e-66
ENSG00000059915 PSD 10 0.0507833754295814 0.529057490686461 1
ENSG00000079385 CEACAM1 19 0.712566410484484 0.837038819182669 1
ENSG00000258083 OR9A4 7 0.095091273890622 0.666043201131218 1
ENSG00000196569 LAMA2 6 0.311075814703817 0.822417132811698 1
ENSG00000277149 TYW1B 7 0.712566410484484 0.837038819182669 1
ENSG00000188909 BSX 11 0.712566410484484 0.837038819182669 1
ENSG00000180071 ANKRD18A 9 0.74192873455673 0.837038819182669 1
ENSG00000145425 RPS3A 4 0.838186853032695 0.861499941441754 1
ENSG00000114026 OGG1 3 0.308787933302748 0.822417132811698 1
ENSG00000182853 VMO1 17 0.773592201464047 0.837038819182669 1
ENSG00000197119 SLC25A29 14 0.773592201464047 0.837038819182669 1
ENSG00000111052 LIN7A 12 0.712566410484484 0.837038819182669 1
ENSG00000170949 ZNF160 19 0.39513129540638 0.837038819182669 1
ENSG00000163508 EOMES 3 0.947482649030944 0.951597965559613 1
ENSG00000172661 WASHC2C 10 0.712566410484484 0.837038819182669 1
ENSG00000145675 PIK3R1 5 0.00894427243185073 0.187825186539292 1
ENSG00000125910 S1PR4 19 0.773592201464047 0.837038819182669 1
ENSG00000177938 CAPZA3 12 0.773592201464047 0.837038819182669 1
ENSG00000196387 ZNF140 12 0.879669986961313 0.891577638804659 1
ENSG00000165219 GAPVD1 9 0.73605121590101 0.837038819182669 1
ENSG00000146918 NCAPG2 7 0.0216917294891694 0.279471552634786 1
ENSG00000124678 TCP11 6 0.308787933302748 0.822417132811698 1
ENSG00000153487 ING1 13 0.0292036366848242 0.335994535985254 1
ENSG00000167104 BPIFB6 20 0.0140005348472754 0.187825186539292 1
ENSG00000155252 PI4K2A 10 0.507353200735007 0.837038819182669 1
ENSG00000064225 ST3GAL6 3 0.0140005348472754 0.187825186539292 1
ENSG00000182957 SPATA13 13 0.362522661101181 0.822417132811698 1
ENSG00000178394 HTR1A 5 0.728769648822186 0.837038819182669 1
ENSG00000163285 GABRG1 4 0.182268662527685 0.822417132811698 1
ENSG00000178773 CPNE7 16 0.362522661101181 0.822417132811698 1
ENSG00000087128 TMPRSS11E 4 0.137420992745455 0.764691679864882 1
ENSG00000146072 TNFRSF21 6 0.73605121590101 0.837038819182669 1
ENSG00000135486 HNRNPA1 12 0.294447880006209 0.822417132811698 1
ENSG00000156006 NAT2 8 0.360955773651968 0.822417132811698 1
ENSG00000143294 PRCC 1 0.712566410484484 0.837038819182669 1
ENSG00000155893 PXYLP1 3 0.773592201464047 0.837038819182669 1
ENSG00000137745 MMP13 11 0.00894427243185073 0.187825186539292 1
ENSG00000161509 GRIN2C 17 0.193464728241288 0.822417132811698 1
ENSG00000110011 DNAJC4 11 0.507353200735007 0.837038819182669 1
ENSG00000100335 MIEF1 22 0.0140005348472754 0.187825186539292 1
ENSG00000166747 AP1G1 16 0.39513129540638 0.837038819182669 1
ENSG00000044115 CTNNA1 5 0.308787933302748 0.822417132811698 1
ENSG00000116117 PARD3B 2 0.653380206118509 0.837038819182669 1
ENSG00000240857 RDH14 2 0.712566410484484 0.837038819182669 1
ENSG00000145335 SNCA 4 0.308787933302748 0.822417132811698 1
ENSG00000179271 GADD45GIP1 19 0.507353200735007 0.837038819182669 1
ENSG00000152969 JAKMIP1 4 0.948270932605415 0.951597965559613 1
ENSG00000154096 THY1 11 0.773592201464047 0.837038819182669 1
ENSG00000151465 CDC123 10 0.773592201464047 0.837038819182669 1
ENSG00000174944 P2RY14 3 0.308787933302748 0.822417132811698 1
ENSG00000122359 ANXA11 10 0.712566410484484 0.837038819182669 1
ENSG00000124228 DDX27 20 0.712566410484484 0.837038819182669 1
ENSG00000137561 TTPA 8 0.712566410484484 0.837038819182669 1
ENSG00000260286 ARMH2 6 0.712566410484484 0.837038819182669 1
ENSG00000165322 ARHGAP12 10 0.360955773651968 0.822417132811698 1
ENSG00000162300 ZFPL1 11 0.712566410484484 0.837038819182669 1
ENSG00000143786 CNIH3 1 0.712566410484484 0.837038819182669 1
ENSG00000119929 CUTC 10 0.507353200735007 0.837038819182669 1
ENSG00000163666 HESX1 3 0.712566410484484 0.837038819182669 1
ENSG00000154721 JAM2 21 0.095091273890622 0.666043201131218 1
ENSG00000179583 CIITA 16 0.521547874175774 0.837038819182669 1
ENSG00000170954 ZNF415 19 0.0507488567413475 0.529057490686461 1
ENSG00000143632 ACTA1 1 0.773592201464047 0.837038819182669 1
ENSG00000187048 CYP4A11 1 0.563754154980903 0.837038819182669 1
ENSG00000125965 GDF5 20 0.773592201464047 0.837038819182669 1
ENSG00000134007 ADAM20 14 6.41832513729345e-70 1.82482043316966e-68 9.17884677884337e-66
ENSG00000163501 IHH 2 0.308787933302748 0.822417132811698 1
ENSG00000198570 RD3 1 0.73605121590101 0.837038819182669 1
ENSG00000221880 KRTAP1-3 17 0.712566410484484 0.837038819182669 1
ENSG00000083123 BCKDHB 6 6.41832513729345e-70 1.82482043316966e-68 9.17884677884337e-66
ENSG00000148834 GSTO1 10 0.308787933302748 0.822417132811698 1
ENSG00000113638 TTC33 5 0.000194089876169382 0.00520765350675109 1
ENSG00000121957 GPSM2 1 0.362522661101181 0.822417132811698 1
ENSG00000198203 SULT1C2 2 0.362522661101181 0.822417132811698 1
ENSG00000008197 TFAP2D 6 0.097526963535748 0.666043201131218 1
ENSG00000135318 NT5E 6 0.10818952214725 0.666043201131218 1
ENSG00000147687 TATDN1 8 0.308787933302748 0.822417132811698 1
ENSG00000137145 DENND4C 9 0.00425497529816968 0.107695329851836 1
ENSG00000213341 CHUK 10 0.773592201464047 0.837038819182669 1
ENSG00000153208 MERTK 2 0.634632732815173 0.837038819182669 1
ENSG00000132975 GPR12 13 0.773592201464047 0.837038819182669 1
ENSG00000163348 PYGO2 1 0.308787933302748 0.822417132811698 1
ENSG00000089050 RBBP9 20 0.308787933302748 0.822417132811698 1
ENSG00000112039 FANCE 6 0.164428705364561 0.812260765256851 1
ENSG00000011422 PLAUR 19 0.308787933302748 0.822417132811698 1
ENSG00000142611 PRDM16 1 0.0181704082544036 0.239277171681608 1
ENSG00000103310 ZP2 16 0.362522661101181 0.822417132811698 1
ENSG00000146352 CLVS2 6 0.304099782987048 0.822417132811698 1
ENSG00000106852 LHX6 9 0.39513129540638 0.837038819182669 1
ENSG00000176358 TAC4 17 0.308787933302748 0.822417132811698 1
ENSG00000122025 FLT3 13 0.712566410484484 0.837038819182669 1
ENSG00000159958 TNFRSF13C 22 0.712566410484484 0.837038819182669 1
ENSG00000159692 CTBP1 4 0.773592201464047 0.837038819182669 1
ENSG00000176410 DNAJC30 7 0.712566410484484 0.837038819182669 1
ENSG00000160049 DFFA 1 0.308787933302748 0.822417132811698 1
ENSG00000112893 MAN2A1 5 0.540227344369403 0.837038819182669 1
ENSG00000001630 CYP51A1 7 0.712566410484484 0.837038819182669 1
ENSG00000184478 OR56A3 11 0.0140005348472754 0.187825186539292 1
ENSG00000160271 RALGDS 9 0.597733257191955 0.837038819182669 1
ENSG00000196616 ADH1B 4 6.41832513729345e-70 1.82482043316966e-68 9.17884677884337e-66
ENSG00000214652 ZNF727 7 0.998672613355105 0.998672613355105 1
ENSG00000100403 ZC3H7B 22 0.0158854198654325 0.210739693409601 1
ENSG00000139668 WDFY2 13 0.0140005348472754 0.187825186539292 1
ENSG00000182054 IDH2 15 0.164428705364561 0.812260765256851 1
ENSG00000168118 RAB4A 1 0.712566410484484 0.837038819182669 1
ENSG00000146263 MMS22L 6 0.597733257191955 0.837038819182669 1
ENSG00000198894 CIPC 14 0.308787933302748 0.822417132811698 1
ENSG00000204595 DPRX 19 0.164428705364561 0.812260765256851 1
ENSG00000143845 ETNK2 1 0.773592201464047 0.837038819182669 1
ENSG00000101052 IFT52 20 0.507353200735007 0.837038819182669 1
ENSG00000101160 CTSZ 20 0.712566410484484 0.837038819182669 1
ENSG00000126337 KRT36 17 0.339839630547903 0.822417132811698 1
ENSG00000198898 CAPZA2 7 0.0140005348472754 0.187825186539292 1
ENSG00000068831 RASGRP2 11 0.59397065396468 0.837038819182669 1
ENSG00000198912 C1orf174 1 0.712566410484484 0.837038819182669 1
ENSG00000101605 MYOM1 18 0.190682498627151 0.822417132811698 1
ENSG00000100234 TIMP3 22 0.712566410484484 0.837038819182669 1
ENSG00000182901 RGS7 1 0.838186853032695 0.861499941441754 1
ENSG00000164022 AIMP1 4 0.507353200735007 0.837038819182669 1
ENSG00000244094 SPRR2F 1 0.308787933302748 0.822417132811698 1
ENSG00000188107 EYS 6 0.940730977782905 0.949494933536123 1
ENSG00000172817 CYP7B1 8 0.39513129540638 0.837038819182669 1
ENSG00000152234 ATP5F1A 18 0.507353200735007 0.837038819182669 1
ENSG00000119411 BSPRY 9 0.095091273890622 0.666043201131218 1
ENSG00000106246 PTCD1 7 0.838186853032695 0.861499941441754 1
ENSG00000141449 GREB1L 18 0.130496686192345 0.764691679864882 1
ENSG00000198198 SZT2 1 0.580631876222178 0.837038819182669 1
ENSG00000255713 OR4D2 17 0.507353200735007 0.837038819182669 1
ENSG00000170248 PDCD6IP 3 0.308787933302748 0.822417132811698 1
ENSG00000134812 CBLIF 11 0.773592201464047 0.837038819182669 1
ENSG00000156256 USP16 21 0.507353200735007 0.837038819182669 1
ENSG00000010438 PRSS3 9 0.773592201464047 0.837038819182669 1
ENSG00000170458 CD14 5 0.773592201464047 0.837038819182669 1
ENSG00000115556 PLCD4 2 0.362522661101181 0.822417132811698 1
ENSG00000130643 CALY 10 6.41832513729345e-70 1.82482043316966e-68 9.17884677884337e-66
ENSG00000156049 GNA14 9 0.773592201464047 0.837038819182669 1
ENSG00000129159 KCNC1 11 0.360955773651968 0.822417132811698 1
ENSG00000166342 NETO1 18 0.854823443560376 0.871210808605825 1
ENSG00000179532 DNHD1 11 0.536244427960484 0.837038819182669 1
ENSG00000114446 IFT57 3 0.712566410484484 0.837038819182669 1
ENSG00000103495 MAZ 16 0.507353200735007 0.837038819182669 1
ENSG00000123179 EBPL 13 0.712566410484484 0.837038819182669 1
ENSG00000021300 PLEKHB1 11 0.095091273890622 0.666043201131218 1
ENSG00000134899 ERCC5 13 0.701693541346306 0.837038819182669 1
ENSG00000168763 CNNM3 2 0.360955773651968 0.822417132811698 1
ENSG00000109762 SNX25 4 0.242879589764998 0.822417132811698 1
ENSG00000117118 SDHB 1 0.712566410484484 0.837038819182669 1
ENSG00000185009 AP3M1 10 6.41832513729345e-70 1.82482043316966e-68 9.17884677884337e-66
ENSG00000178695 KCTD12 13 0.704476250020057 0.837038819182669 1
ENSG00000062282 DGAT2 11 0.095091273890622 0.666043201131218 1
ENSG00000198870 STKLD1 9 0.712566410484484 0.837038819182669 1
ENSG00000110245 APOC3 11 0.712566410484484 0.837038819182669 1
ENSG00000079387 SENP1 12 0.712566410484484 0.837038819182669 1
ENSG00000146063 TRIM41 5 0.45929814300446 0.837038819182669 1
ENSG00000163584 RPL22L1 3 0.712566410484484 0.837038819182669 1
ENSG00000152942 RAD17 5 0.712566410484484 0.837038819182669 1
ENSG00000183318 SPDYE4 17 0.712566410484484 0.837038819182669 1
ENSG00000116717 GADD45A 1 0.095091273890622 0.666043201131218 1
ENSG00000203963 C1orf141 1 0.507353200735007 0.837038819182669 1
ENSG00000132465 JCHAIN 4 0.712566410484484 0.837038819182669 1
ENSG00000134107 BHLHE40 3 0.362522661101181 0.822417132811698 1
ENSG00000188095 MESP2 15 0.773592201464047 0.837038819182669 1
ENSG00000138777 PPA2 4 0.507353200735007 0.837038819182669 1
ENSG00000133985 TTC9 14 0.308787933302748 0.822417132811698 1
ENSG00000122557 HERPUD2 7 0.507353200735007 0.837038819182669 1
ENSG00000241553 ARPC4 3 0.308787933302748 0.822417132811698 1
ENSG00000092841 MYL6 12 0.164428705364561 0.812260765256851 1
ENSG00000048462 TNFRSF17 16 0.947482649030944 0.951597965559613 1
ENSG00000105205 CLC 19 0.712566410484484 0.837038819182669 1
ENSG00000197763 TXNRD3 3 0.73605121590101 0.837038819182669 1
ENSG00000123095 BHLHE41 12 0.690087877309837 0.837038819182669 1
ENSG00000107742 SPOCK2 10 0.308787933302748 0.822417132811698 1
ENSG00000170500 LONRF2 2 0.304099782987048 0.822417132811698 1
ENSG00000118193 KIF14 1 0.0580828294641579 0.579690248739095 1
ENSG00000121691 CAT 11 0.597733257191955 0.837038819182669 1
ENSG00000158428 CATIP 2 0.712566410484484 0.837038819182669 1
ENSG00000134769 DTNA 18 0.597733257191955 0.837038819182669 1
ENSG00000183255 PTTG1IP 21 0.308787933302748 0.822417132811698 1
ENSG00000091039 OSBPL8 12 0.0477764910931797 0.511033357609247 1
ENSG00000138018 SELENOI 2 0.507353200735007 0.837038819182669 1
ENSG00000140859 KIFC3 16 0.0586227614138896 0.579690248739095 1
ENSG00000136636 KCTD3 1 0.73605121590101 0.837038819182669 1
ENSG00000147697 GSDMC 8 0.10818952214725 0.666043201131218 1
ENSG00000145388 METTL14 4 0.10818952214725 0.666043201131218 1
ENSG00000100784 RPS6KA5 14 0.773592201464047 0.837038819182669 1
ENSG00000141349 G6PC3 17 0.308787933302748 0.822417132811698 1
ENSG00000138036 DYNC2LI1 2 0.704476250020057 0.837038819182669 1
ENSG00000105393 BABAM1 19 0.712566410484484 0.837038819182669 1
ENSG00000119771 KLHL29 2 0.87942256705493 0.891577638804659 1
ENSG00000104341 LAPTM4B 8 6.41832513729345e-70 1.82482043316966e-68 9.17884677884337e-66
ENSG00000125726 CD70 19 0.308787933302748 0.822417132811698 1
ENSG00000165923 AGBL2 11 0.712566410484484 0.837038819182669 1
ENSG00000100065 CARD10 22 0.45929814300446 0.837038819182669 1
ENSG00000156804 FBXO32 8 0.095091273890622 0.666043201131218 1
ENSG00000070814 TCOF1 5 0.461298890901711 0.837038819182669 1
ENSG00000206199 ANKUB1 3 0.507353200735007 0.837038819182669 1
ENSG00000176531 PHLDB3 19 0.362522661101181 0.822417132811698 1
ENSG00000164066 INTU 4 0.597733257191955 0.837038819182669 1
ENSG00000168282 MGAT2 14 6.41832513729345e-70 1.82482043316966e-68 9.17884677884337e-66
ENSG00000132002 DNAJB1 19 0.308787933302748 0.822417132811698 1
ENSG00000114209 PDCD10 3 0.308787933302748 0.822417132811698 1
ENSG00000028116 VRK2 2 0.362522661101181 0.822417132811698 1
ENSG00000151883 PARP8 5 0.10818952214725 0.666043201131218 1
ENSG00000054356 PTPRN 2 0.59397065396468 0.837038819182669 1
ENSG00000187720 THSD4 15 0.304099782987048 0.822417132811698 1
ENSG00000157152 SYN2 3 0.0512742942515513 0.529057490686461 1
ENSG00000127603 MACF1 1 0.535470888805558 0.837038819182669 1
ENSG00000144535 DIS3L2 2 0.838186853032695 0.861499941441754 1
ENSG00000004700 RECQL 12 0.712566410484484 0.837038819182669 1
ENSG00000134532 SOX5 12 0.318833250606791 0.822417132811698 1
ENSG00000140015 KCNH5 14 0.998672613355105 0.998672613355105 1
ENSG00000136159 NUDT15 13 0.712566410484484 0.837038819182669 1
ENSG00000135973 GPR45 2 0.10818952214725 0.666043201131218 1
ENSG00000204580 DDR1 6 0.597733257191955 0.837038819182669 1
ENSG00000186642 PDE2A 11 0.304099782987048 0.822417132811698 1
ENSG00000131094 C1QL1 17 0.712566410484484 0.837038819182669 1
ENSG00000189410 SH2D5 1 0.0140005348472754 0.187825186539292 1
ENSG00000206559 ZCWPW2 3 0.308787933302748 0.822417132811698 1
ENSG00000225190 PLEKHM1 17 0.704476250020057 0.837038819182669 1
ENSG00000068654 POLR1A 2 0.339839630547903 0.822417132811698 1
ENSG00000171872 KLF17 1 0.298171147475096 0.822417132811698 1
ENSG00000162729 IGSF8 1 0.164428705364561 0.812260765256851 1
ENSG00000108479 GALK1 17 0.712566410484484 0.837038819182669 1
ENSG00000114062 UBE3A 15 0.0923286971328093 0.666043201131218 1
ENSG00000021826 CPS1 2 0.497835446310251 0.837038819182669 1
ENSG00000169762 TAPT1 4 0.338736123640566 0.822417132811698 1
ENSG00000100281 HMGXB4 22 0.60850685650875 0.837038819182669 1
ENSG00000128833 MYO5C 15 0.148439806897522 0.812260765256851 1
ENSG00000066027 PPP2R5A 1 0.095091273890622 0.666043201131218 1
ENSG00000132746 ALDH3B2 11 0.137420992745455 0.764691679864882 1
ENSG00000129235 TXNDC17 17 0.308787933302748 0.822417132811698 1
ENSG00000108799 EZH1 17 0.095091273890622 0.666043201131218 1
ENSG00000185361 TNFAIP8L1 19 0.095091273890622 0.666043201131218 1
ENSG00000175727 MLXIP 12 0.137420992745455 0.764691679864882 1
ENSG00000105613 MAST1 19 0.861119802865909 0.87731525972682 1
ENSG00000249992 TMEM158 3 0.773592201464047 0.837038819182669 1
ENSG00000079313 REXO1 19 0.521547874175774 0.837038819182669 1
ENSG00000158470 B4GALT5 20 0.838186853032695 0.861499941441754 1
ENSG00000060971 ACAA1 3 0.137420992745455 0.764691679864882 1
ENSG00000179761 PIPOX 17 0.326061837688113 0.822417132811698 1
ENSG00000152076 CCDC74B 2 0.10818952214725 0.666043201131218 1
ENSG00000166225 FRS2 12 0.0140005348472754 0.187825186539292 1
ENSG00000130956 HABP4 9 6.41832513729345e-70 1.82482043316966e-68 9.17884677884337e-66
ENSG00000112706 IMPG1 6 0.597733257191955 0.837038819182669 1
ENSG00000198445 CCT8L2 22 0.601736611048921 0.837038819182669 1
ENSG00000051180 RAD51 15 0.712566410484484 0.837038819182669 1
ENSG00000013297 CLDN11 3 0.308787933302748 0.822417132811698 1
ENSG00000022277 RTF2 20 0.838186853032695 0.861499941441754 1
ENSG00000113494 PRLR 5 0.095091273890622 0.666043201131218 1
ENSG00000131127 ZNF141 4 0.308787933302748 0.822417132811698 1
